Corporate Name,Corporation Number,Business Number
The Punjab Pavilion,1019328-3,719185092RC0001
Redemption Paws,1039152-2,795539311RC0001
Pawsitive Sanctuary,1347144-6,768918500RC0001
PBAA,1302099-1,798977708RC0001
We Want Peace,941069-4,809865520RC0001
The Right to Peace Project,1424266-1,711168807RC0001
PeaceForward,1551935-7,777370156RC0001
PEEL PENTECOSTAL TABERNACLE,1082530-1,107830739RC0001
Peerly,1744882-1,760434837RC0001
Pluslife People,918089-3,816661391RC0001
People Planning Project,951907-6,795936491RC0001
The United People,1462580-3,744468745RC0001
When Young People Pray,1547224-5,719007213RC0001
Perfect Wings Project,1735245-0,767681836RC0001
RED SKY PERFORMANCE,412717-0,893132100RC0001
SpiderWebShow Performance,985531-9,757947494RC0001
The Period Purse,1014232-8,723888327RC0001
Persevere Together,1471723-6,775447618
PERSISTENT PURSUER,1411418-3,720420207RC0001
Real Perspective,1423804-4,712781509RC0001
PERSPECTIVES STUDY PROGRAM,394337-2,866110711RC0001
Pet Success,1450740-1,754134740RC0001
The Pet's Squad,1472477-1,737031542
St. Peter's Seminary,1007532-9,713898724RC0001
Re-Source Thrift Shop - Peterborough,890937-7,803025840RC0001
PhiKids,1086486-2,745729715RC0001
The Philanthropic Surgeon,1621570-0,722653151RC0001
Rally Philanthropy,1090570-4,734407315RC0001
PhilanthropyLab,1250865-6,797962347RC0001
PHILONG,891458-3,819856584RC0001
Practical Philosophy,1594529-1,743660755RC0001
Phoenix Ukraine,1491335-3,722602349RC0001
PHYSIOQ,1180571-1,754859130RC0001
Physoly,1287458-0,768407462RC0001
Toronto Pig Save,942989-1,807122528RC0001
Rosh Pinah,876366-6,821147634RC0001
Pinay Tayo Toronto,1383851-0,743658304RC0001
Pineapples Republic,1666864-0,724445622RC0001
SILENT PINES PROPERTIES,812814-6,816513287RC0001
The Pink Stairs,1612571-9,727331357RC0001
Pink Ribbon Prayer,1726382-1,739157964RC0001
Pipeline to Success,1604561-8,736651951RC0001
Pow Wow Pitch,1333955-6,777600206RC0001
STORY PLANET,454712-8,827252057RC0001
Planète Solidarité,1187143-9,749251930RC0001
TSK Wealth Planners,1239124-4,708317532RC0001
Plant That Seed,1233652-9,712386473RC0001
STRONG PLAY,906761-2,826928186RC0001
Stray to Play,1200963-3,737551333RC0001
PlugCare,1448387-1,793917212RC0001
POHA,1703904-2,756742763RC0001
pointA,420292-9,864135801RC0001
RPP - Research.Policy.Practice,1526750-1,734496813RC0001
Women & Politics,1179721-2,755581139RC0001
Pollenize,925502-8,806885190RC0001
Project UP (Unleash Potential),1319676-3,787000801RC0001
PowerFilled Youth,1106337-5,728777285RC0001
PowerHockey Toronto,1097184-7,737331686RC0001
Women Powering Technology,836929-1,828703934RC0001
PR Ramp,1245399-1,703906933RC0001
Prabhpreet Sewa Society,1709511-2,752131367RC0001
WHEN WOMEN PRAY TORONTO,1318383-1,787839109RC0001
rehoboth prayer,1086052-2,746137512RC0001
Precision Resource,1019011-0,719424699RC0001
Preferments,1152764-9,780585279RC0001
Project Premier,1490246-7,761206614RC0001
Primrose Preschool,1676580-7,779595966RC0001
Réseau.Presse,075739-0,121268734RC0001
WE PREVAIL,1244500-0,704792530RC0001
Prezdential,1293059-5,763194669RC0001
Price Strong,1492557-2,759522618RC0001
Serving With Pride,452425-0,825378854RC0001
Strathroy Pride,1277234-5,777968140RC0001
Wortley Pride,1488272-5,725020549
Prime Story,1724990-0,739605566RC0001
Utopia Prints,1565417-3,791498025RC0001
Roots Private School,1077801-0,755030681RC0001
Pro Producers,1213329-6,729082875RC0001
RENAISSANCE PRO,1199234-1,739205870RC0001
Project Proactive,1173736-8,761136530RC0001
The Process Theatre,950282-3,796642122RC0001
SUZART PRODUCTIONS,419262-1,872521109RC0001
Salsa Soul Productions,1146623-2,786342675RC0001
TimberBeast Productions,1256267-7,794144865RC0001
T-Time Tips Productions,1280310-1,774049548RC0001
Super Stoners Productions,1300999-8,799794300RC0001
Utsav Productions,1619603-9,761585223RC0001
Selfconscious Productions,1015761-9,722699493RC0001
The Quanoongo Productions,1705732-6,791689433RC0001
RISE UP YOUTH PROGRAM,1465289-4,780585618RC0001
The SinaiCare Program,1652700-1,793905969RC0001
PROGRESS TORONTO,1066652-1,763943719RC0001
Urhobo Progress Union Toronto,1676726-5,779644764RC0001
Toronto Project,428235-3,863000386RC0001
THE REMIX PROJECT,449807-1,822471421RC0001
The X Project,895842-4,841904584RC0001
Project Pulse,911799-7,824022792RC0001
Spanky Project,976764-9,767996291RC0001
Project World Recovery,1002743-0,736945122RC0001
ZECHARIAH YOUTH PROJECT,761449-7,849427604RC0001
Sawubona Project,1029224-9,707311528RC0001
Project XGuard,1061477-7,772187688RC0001
The Studious Project,1104763-9,730443686RC0001
The PROUD Project,1151750-3,771758133RC0001
RAMBLR PROJECT,1168026-9,765957931
The Super Sophia Project,1183386-3,752747535RC0001
The Prosperity Project,1202927-8,736349937RC0001
The Protea Project,1253778-8,796528545RC0001
WERISE Project,1258232-5,792914269RC0001
Project Uppercut,1382763-1,741587406RC0001
The Restitution Project,1467733-1,740678545
The Sanad Project,1476948-1,733232946
The Status Quo Project,1492202-6,721724342RC0001
Sister sister project,1591910-0,780483822RC0001
The Sena Project,1611343-5,768703027RC0001
Project Thirty Three,830613-3,830589644RC0001
Wahdah Project,1711733-7,786984831
The Wellness Project,1217501-1,725787071RC0001
Victoria Village Projects,404629-3,866187453RC0001
Radiant Projects,848713-8,809308331RC0001
Salva Rescue Projects,1260173-7,791045743RC0001
Ukai Projects,1010986-0,728752098RC0001
Proper Support Trust,1627037-9,756137626RC0001
WRF PROPERTIES,417813-1,882797608RC0001
Prophetic Spring,1319339-0,787150606RC0001
Regal Prosperity,1048635-3,785410119RC0001
START PROUD,455065-0,819267659RC0001
PROYASHEE,1302935-2,798273306RC0001
PRVD,1209398-7,731954277RC0001
Psycademy Society,1704225-6,756442760RC0001
Psycolourgy,1333419-8,777955402RC0001
PTR Sports,947014-0,802016329RC0001
VARSITY PUBLICATIONS,054267-9,105497895RC0001
PURBAYAN,1046167-9,786718510RC0001
PurGlo,1565936-1,704313410RC0001
Purity Support Services,1231287-5,713793735RC0001
The Purple Ring,1509165-9,709549349RC0001
PyNorth,1007434-9,721655124RC0001
Qanun,1322001-0,785783903RC0001
Qariaat,1731711-5,770580033RC0001
Qissa Stories,1657883-7,794341560RC0001
Qualidi Ventures,1590961-9,785041823RC0001
Qudwa,1645784-3,742041023RC0001
The Unseen Queen,1564520-4,767707151RC0001
QueensGoTech,1648691-6,739496826RC0001
Qural,1400548-1,729597500RC0001
Tanzeel Quran,1029225-7,707749099RC0001
R³ (Rescue • Relief • Rizq) Trust,1729497-2,772609632RC0001
Rainbow Rabbit Rescue & Sanctuary,1555151-0,775151954RC0001
Shab Shod Radio,963190-9,781389499RC0001
Riddim WSM Radio,1282462-1,772492740RC0001
RAFAS,1389282-4,736685405RC0001
RANG RAG,1151958-1,781308275RC0001
RAINBOW RAILROAD,838881-4,827142530RC0001
ROBBIE'S RAINBOW,830762-8,849539846RC0001
Ramadan Respite,1676918-7,716486022RC0001
Water Rangers,939716-7,811813328RC0001
RAVENS YOUTH,1222417-8,721737732RC0001
Ryan's Rays,1138428-7,795751932RC0001
The Rays,1557442-1,773056551RC0001
RCAQ,1282800-6,772410742RC0001
RE:SOUND,340138-3,877510586RC0001
RE-SOURCE THRIFT SHOP,830600-1,837554047RC0001
Wonder Reading,983686-1,759358724RC0001
Riverside Reading Series,1611224-2,768778623RC0001
VENA Virtual Reality,1447323-0,794972216RC0001
SERVE THE REALITY,1700471-1,759221963RC0001
REALIZE,400991-6,856995535RC0001
Rebirth the World Village Sponsorship,868415-4,840198576RC0001
Rocklin Reboots,1346881-0,768502601RC0001
Recoverly,1517355-8,741418412RC0001
Trailhead Recovery,1431995-8,705852408RC0001
RED WORD,1637128-1,748325628RC0001
The Red Regather Society,1732055-8,734493364RC0001
REDCanada,1175156-5,754611473RC0001
Rhythms Rediscovered,1013729-4,723917324RC0001
The ReFit ReLive Society,1722727-2,777581034RC0001
Refucheese,1252274-8,797221744RC0001
The Shepherd's Refuge,1578705-0,793772021RC0001
Religious Refugee Services,1330620-8,780091906RC0001
RefuHope,1263506-2,788166940RC0001
Regeneration Thrift Store,1142830-6,792181075RC0001
Regenesis York,453339-9,830428660RC0001
Regenesis Toronto,1056617-9,773802285RC0001
Regenesis RU,1304360-6,796148005RC0001
Whitney Rehabilitation Support Services,1468094-4,740520143
REIDI,1225441-7,717411334RC0001
REIFO,1349224-9,766819403RC0001
Rejuvenated Soles,1258556-1,792600942RC0001
Women Relaunch,1227606-2,717104871RC0001
Student Relief Team,1216502-3,726673478RC0001
Salaam Relief,1609041-9,732988357RC0001
Shazia Relief,1362431-5,758359905RC0001
ReLOVution,1704997-8,755951167RC0001
Rencodex,912771-2,813259785RC0001
WORLD RENEW,035808-8,118857366RC0001
RentalRescue,1513151-1,706757945RC0001
Team Triton Rescue,1414516-0,708953906RC0001
Thunderbird Wildlife Rescue,1430679-1,706174604RC0001
Resilient Societies,1570336-1,763146958RC0001
Sole Responsibility,793634-6,842712705RC0001
Responsible Winning,1585926-3,751473554RC0001
SOUL SCIENCE RETREAT,922536-6,810566398RC0001
Retroscribe,1375966-1,748184405RC0001
RevertCare,1447677-8,794623413RC0001
The Revivalist Society,1677471-7,779052760RC0001
Rheumatology Update,1219272-1,724283072RC0001
RHVolleyball,916013-2,815460589RC0001
White Ribbon,294415-4,141050708RC0001
Rideau Roundtable,403016-8,853359933RC0001
RIDEAU VALLEY WILDLIFE SANCTUARY,430990-1,827317744RC0001
Shoot The Right Shot,1357987-5,760682005RC0001
Rise Tribe,1051577-9,782829287RC0001
We Rise TogetHER,1217802-8,725578678RC0001
River Rising,1152612-0,780650479RC0001
RisingTogetherFoundation,1735498-3,731911368RC0001
Riwoche Society,265340-1,889401998RC0001
Road to Zero Waste (RZW),1071791-6,760222711RC0001
Russell Rocks,1435039-1,704584705RC0001
Rohingya Sanctuary,1587209-0,787247626RC0001
Roller Skate Toronto,1325603-1,783229206RC0001
The Ronda Ward Society,1321633-1,785903709RC0001
Socrates Room,862546-8,849399977RC0001
TEEN ROOTS,1014209-3,724978499RC0001
WORLDWIDE ROSARY,1320950-4,785923202RC0001
The Wild Rose Sanctuary,1236439-5,710071671RC0001
Seventh Row,1028920-5,707581724RC0001
Toronto Royals Volleyball,1124788-3,711408286RC0001
Royati,1007945-6,732196290RC0001
RSED,941354-5,809345721RC0001
RUCC,1005191-8,735127292RC0001
Rudaina,1042524-9,792154882RC0001
Ruhani Satsang Toronto,1686086-9,707780227RC0001
Yorkville Run,1291064-1,766202469RC0001
Runanthropic,982757-9,760378125RC0001
Yellow Running Shoes,1469690-5,738327147
runwayto,1483473-9,728691940
Russell Trivia Services,1686654-9,770596567RC0001
Saayuohima Yiri,1128986-1,706338910RC0001
Sabbara,1382274-5,740862503RC0001
Sanskrit Yoga Sabha,863466-1,838040236RC0001
Shiv Yog Sabha,1033162-7,703053496RC0001
Sadaqat,1479104-5,732146345
Safe Transitions,1206847-8,733732333RC0001
Work Safe Twerk Safe,1251639-0,798352068RC0001
Safehold Sudan,1714010-0,784903239RC0001
Safer Tomorrow,1592900-8,783382229RC0001
SafeSpace,1060807-6,772426714RC0001
SAFIF,1718665-7,745514364RC0001
Shirdi Sai Seva Samiti,1495330-4,717877344RC0001
Starboard Sailors,1673420-1,781322169RC0001
SAJJADIYYA TRUST,431243-1,831110473RC0001
Salam Society,1574847-0,797895422RC0001
United SAN,911658-3,824511794RC0001
Sanchari,935542-1,816469720RC0001
SEA SANCTUARY,1609426-1,732711957RC0001
Sangathan United,1422667-4,712346600RC0001
Vedic Sanskruti,1024741-3,713358299RC0001
SAP SOCIAL SERVICES,1151245-5,781604475RC0001
SAPCAN,812659-3,822043303RC0001
Tutorat Sarnia,1658209-5,719671026RC0001
SaveTheLasalle,848462-7,811461649RC0001
Say Somaali,1659896-0,730028222RC0001
Scarborough Sports,1505113-4,750771214RC0001
SOMALI SCHOLARS,1407205-7,723494605RC0001
Wow Scholarship,1302071-1,799114103RC0001
Toronto STEM School,1272785-4,779118462RC0001
SEND SCIENCE,1180865-6,755256278RC0001
SCIENSIS,1420722-0,713873404RC0001
SciNatured,1425555-1,711379107RC0001
True Scope Solution,1216866-9,726222474RC0001
Scottish Studies Society,347552-2,892615022RC0001
ScrapArts,1480675-1,730592342
SCWindowsDoor,1677598-5,793924234RC0001
SCYSL,1271733-6,782075667RC0001
Secondhand Stories,1327691-1,780588208RC0001
Securing Together,1665993-4,788169365RC0001
Seed to Security,1336802-5,775758402RC0001
WEE See You,1665508-4,725786628RC0001
SeedChange,025432-1,119276129RC0001
Sovereign Seeds,1448560-2,755819745RC0001
Seedsofrestoration:wherehealingtakesroot,1705994-9,791584238RC0001
SeekersHub Toronto,792219-1,847484508RC0001
Team Seksi,1476077-8,772436614
Sending Sunshine,1210444-0,730627478RC0001
Senior Student Society,1462916-7,782352819RC0001
Seniors with Skills,1206117-1,734456478RC0001
SensAfrica,1300384-1,758258263RC0001
Seraj Society,1225740-8,718499072RC0001
SERAPHIM SOCIETY,1497011-0,718764947RC0001
SerenityWomen'sHaven,1655373-7,796538767RC0001
ServeforGood,1549592-0,779510957RC0001
Stabilization Support Services,908717-6,828560193RC0001
VICTIM SERVICES TORONTO,912967-7,894093467RC0001
The Seva Supply,1448525-4,755905742RC0001
Seva Spark Tank,1713844-0,748759966RC0001
Seva World,1717820-4,782116438RC0001
SEVENTEEN VOYCES,414751-1,898758107RC0001
Uchadar Sewa Society,1690228-6,704642024RC0001
Sewak,1436387-6,703768309RC0001
SFAkids Society,1541906-9,723012415RC0001
Shadowlight,1063998-2,769542887RC0001
The Shakti Society,873183-7,825579030RC0001
SharedJoy,1480188-1,762694016
She Will Soar,1741778-1,762927630RC0001
SheVentures,1434610-6,704832708RC0001
Shift Your Thinking,1022232-1,716279492RC0001
Shift Waste,1026450-4,711319293RC0001
Shift to Shine,1073647-3,758894711RC0001
Shifting TechMindset  (STM),1552506-3,714087814RC0001
Shockwave Volleyball,966536-6,779495928RC0001
Shomrim Toronto,1308125-7,795441302RC0001
Smarty Shoots Tutoring,1691810-7,763920360RC0001
SHOWEM STUDIOS,1378473-8,746246800RC0001
The Shtiebel,1235275-3,711478339RC0001
Thornhill Woods Shul,960495-2,779600923RC0001
SHWASTI,899035-2,837920388RC0001
Siddhi Vinayak Temple,1498368-8,755159613RC0001
Sikh Sparks,1511580-9,745562215RC0001
Sikh Welfare Society,1545073-0,782946156RC0001
Simchashare,1688488-1,705878221RC0001
Simcoe STEM,1075249-5,757711486RC0001
SIPHO,418500-5,875911505RC0001
Sistema Walkerton,1175545-5,760173476RC0001
UMMATI SISTERS,1406665-1,723654901RC0001
SITE Toronto,1696607-1,762356368RC0001
SkateABLE,885896-9,802886846RC0001
The Skateparkers,1137980-1,796280337RC0001
SKILLOVERHYPECANADA,1653863-1,798005765RC0001
Skillseed,919252-2,814964995RC0001
the /[slash],1712507-1,786246033
Slay Society,1281749-7,772159463RC0001
SmartSents,1220089-9,723429072RC0001
Smashing Thoughts,1411634-8,719853608RC0001
Transformational SME,869798-1,824648836RC0001
SNOlympiad,1398309-9,730952108RC0001
SOAR Uganda,1084437-3,748168713RC0001
SoberFriendsCanada,1728870-1,772842431RC0001
Soborna Ukraine,1551761-3,777544552RC0001
Supremo Soccer,1519426-1,739865210RC0001
The Stand Social,1182511-9,752458737RC0001
SOCIAL WALK,1417954-4,715651402RC0001
SociaLearners,946318-6,800875163RC0001
SocialliiASD,1237500-1,709440937RC0001
The Stanley Thompson Society,455072-2,821520467RC0001
World Tulip Society,1127304-3,709039085RC0001
Unum Society,1127940-8,708307483RC0001
StemEd Society,1233807-6,712181874RC0001
Unseen Warriors Society,1297892-0,761428341RC0001
Steven Stennett Society,1302250-1,799128509RC0001
Tamil Youth Society,1474743-7,727055949
UrgentSeas Society,1517335-3,703570549RC0001
The SymEra Society,1662172-4,790541965RC0001
UNDRGRND SOCIETY,1683939-8,773542766RC0001
Sociolution,414970-0,895060200RC0001
ST. THERESA WOMEN'S SODALITY,220985-3,102929080RC0001
SODCAN,1217210-1,726156078RC0001
Sulha Solutions,1135237-7,700915887RC0001
Solve the Solvable,1270951-1,782772263RC0001
Somali Urban Women,1409523-5,722962701RC0001
Somali Together,1418415-7,715380002RC0001
Sonus Voices,848754-5,849554431RC0001
Sophica,1577203-6,795966621RC0001
SpaceToPlay,1127102-4,709408082RC0001
Spark U,1053760-8,777278110RC0001
Women Speak Up,1364210-1,757364906RC0001
SPEAKERS U,1408535-3,722295409RC0001
SPEROWAY,420113-2,868869108RC0001
Spinning Wheels Tour,1696030-8,762867166RC0001
U Through Sport,1349882-4,766630701RC0001
U SPORTS,038645-6,132005802RC0001
Vitality Sports,933980-9,817958929RC0001
YSupreme Sports,1384485-4,743181505RC0001
Velcro Sports,1645398-8,704707355RC0001
YR Sports,1731308-0,733981765RC0001
sportunity,1357025-8,762186104RC0001
Spread The Wealth,1238847-2,708959531RC0001
URBAN SQUASH TORONTO,754758-7,805110061RC0001
SRECC,836822-8,819060047RC0001
SRUJANA,1254871-2,795103266RC0001
SSICA,1551888-1,769234154RC0001
STAND WITH UKRAINE,1636918-9,748647427RC0001
ULC STANDARDS,455079-0,821104866RC0001
Standing Together,941669-2,806917365RC0001
StarterHacks,1083286-3,750317687RC0001
Starts With Youth,1392618-4,734072606RC0001
StartupHelp,1456412-0,787762210RC0001
Stave Steps,1599177-3,778131029RC0001
STEMpowering,1121871-9,713182087RC0001
Stepping to Success,1539862-2,724592019RC0001
StereoVisual,1302855-1,799310701RC0001
Sticks Together,1513901-5,743912016RC0001
Street Voices,1348964-7,766900609RC0001
StriveToronto,1246272-9,702358474RC0001
Student Z,1269785-8,783338064RC0001
Studentosity,1313951-4,790832208RC0001
Students Support Students,1260522-8,790917546RC0001
Unstructured Studio,1251601-2,798018941RC0001
Volunteer Success,1035574-7,799650312RC0001
SUCCESSION,424871-6,854745940RC0001
Sugartones,848730-8,805029246RC0001
Under the Surface,1068437-6,764887881RC0001
SVX,848595-0,809262843RC0001
SWRO,1395887-6,729547802RC0001
UNITED SYLHET,1419813-1,714599008RC0001
Synapcity,976423-2,767980329RC0001
T.Y.T. Theatre,1228495-2,716808332RC0001
Toronto Taikers,1478979-2,770230811
YOUNG TALENTS WORLD,1348996-5,767442502RC0001
Tony's Tales,1366361-2,755029600RC0001
TalkLoop,1715681-2,747605368RC0001
Tamil Union,1200402-0,738368471RC0001
Tamil Wisdom,1715095-4,784346835RC0001
Toronto Tamilargal,1401893-1,727372005RC0001
Tamils Want You,1279081-5,774603468RC0001
(Tien Tao) Xian Zhen Temple,1072230-8,760222513RC0001
Taskeen Wellness,1557857-4,710980012RC0001
Tatvamasi,1089540-7,743073314RC0001
Teagan's Voice,923325-3,804555985RC0001
TealFest,1118152-1,716574082RC0001
WORLD TEAM,009342-4,119304830RC0001
Team Unbreakable,437195-0,848587168RC0001
Team Truth,1102928-2,730275310RC0001
Team Tyme,1423705-6,711615906RC0001
TechCanada,1167752-7,766257737
Urban Techies,1719397-1,780973632RC0001
TeddyEd,1697162-8,798812830RC0001
Teducart,1370196-4,752665406RC0001
TEMPLARS XIII,1326079-8,783076706RC0001
Zion Temple Toronto,1368992-1,754180107RC0001
TERRAific,1464044-6,780645016RC0001
TFYIP,1325202-7,783340003RC0001
TGBA,986174-2,739074326RC0001
The Youth Times,947397-1,801258344RC0001
WAKING the unCONSCIOUS,1174984-6,760154930RC0001
The Youth Village,1233108-0,709307532RC0001
The Timothy Trust,1263243-8,789305141RC0001
The Volunteer Well,1282686-1,772435947RC0001
Trinity Theatre Toronto,1131706-7,119270759RC0001
Unwrap Theatre,1132595-7,703497289RC0001
Théâtre Vital,321983-6,893012864RC0001
Unexpected Théâtre,1722674-8,764294831RC0001
Theaturtle,1259053-1,791975261RC0001
thecommunitytech,1350785-8,765861703RC0001
TheFlyBottle,1584456-8,731269957RC0001
TheIturian,1515981-4,704199348RC0001
Théla,1739549-3,764469235RC0001
TheSTFoundation,1692853-6,701968828RC0001
#TheYeardProject,938449-9,812962520RC0001
ThinkBetter,1138906-8,796075075RC0001
ThinkGRAD,1077895-8,754976488RC0001
Tiregwa,822451-0,849710041RC0001
TMFoundation,1575176-4,759765951RC0001
Waste To Wellness,1275824-5,779230143RC0001
TOHACKS,1207954-2,733232870RC0001
URBANPROMISE TORONTO,383224-4,889135810RC0001
Woinkom Toronto,1499223-7,716665740RC0001
Toronto Triskelion,1659829-3,792863367RC0001
TorontoTeluguCommunity,1459002-3,746783141RC0001
Vishandas Totaram Trust.,1733018-9,733028765RC0001
