Corporate Name,Corporation Number,Business Number
Orfund Foundation,415158-5,892567009RC0001
HAVEN FOUNDATION,415226-3,892806407RC0001
Royal LePage Shelter Foundation,415715-0,882531304RC0001
Shine through the Rain Foundation,415768-1,891881005RC0001
The Zhubin Foundation,416035-5,889288502RC0001
St. Peter's Seminary Foundation,416302-8,888179702RC0001
SHEPHERDS OF GOOD HOPE FOUNDATION,416362-1,876017609RC0001
The JCCC Foundation,416901-8,884054404RC0001
TRINITY PACIFIC FOUNDATION,417540-9,883233009RC0001
TROtt Foundation,417640-5,880650502RC0001
JBS FOUNDATION INC.,418156-5,879131308RC0001
Ruebenbauer Foundation Inc.,418456-4,878670603RC0001
RONALD S. ROADBURG FOUNDATION,418474-2,876030206RC0001
Matan Foundation,418964-7,874595200RC0001
THE M.K. FOUNDATION,419294-0,872970603RC0001
LAGNIAPPE FOUNDATION,420613-4,868426404RC0001
Qamer Foundation,421770-5,859268708RC0001
SAINT MARTIN OF TOURS FOUNDATION INC.,421920-1,863872404RC0001
THE MIKE WEIR FOUNDATION,422501-5,859153207RC0001
QUEBEC HORIZON FOUNDATION,422512-1,857885909RC0001
MUSAGETES FOUNDATION,422708-5,858117005RC0001
SHOREFAST FOUNDATION,422717-4,858830904RC0001
OLIVE TREE FOUNDATION,422742-5,857334700RC0001
Manzal Humanitarian Foundation,423213-5,862602273RC0001
THE GEORGE KOHN FOUNDATION,424253-0,858034473RC0001
Private Giving Foundation,424718-3,857210744RC0001
ROSLYN SCHOOL FOUNDATION,425332-9,849352273RC0001
WAI-ON FOUNDATION,425994-7,849483474RC0001
WESTERKIRK FOUNDATION,426062-7,846571875RC0001
SUNSMART MELANOMA FOUNDATION,426070-8,844583674RC0001
PROTON FOUNDATION,426659-5,845393149RC0001
PRAXIS FOUNDATION,426796-6,859831638RC0001
HOLY SPIRIT SEMINARY FOUNDATION,426800-8,859152035RC0001
THE SCOTT GRIFFIN FOUNDATION,427268-4,856500038RC0001
The Jane Skoryna Foundation,427634-5,855854378RC0001
THE SOLTRON FOUNDATION,427964-6,857836779RC0001
THE LIFESAVING FOUNDATION,428071-7,843016072RC0001
Francis-Keystone Foundation,428170-5,852386176RC0001
ONESIMUS GLOBAL FOUNDATION,428629-4,862999380RC0001
THE LOWE FOUNDATION,428964-1,839564747RC0001
WILLIAMS WILSON SHERPORT FOUNDATION,428992-7,843090945RC0001
UNIVERSAL YOUTH FOUNDATION,429228-6,841628142RC0001
LAKE OF THE WOODS WATER SUSTAINABILITY FOUNDATION,429248-1,841606346RC0001
YOUNG FOUNDATION,429254-5,843623679RC0001
HERITAGE HOME FOUNDATION INC.,429434-3,839866142RC0001
SYLVIA JURIANSZ MEMORIAL FOUNDATION,429546-3,839565744RC0001
FULCHER FOUNDATION,429810-1,837886274RC0001
Lake Winnipeg Foundation Inc.,430138-2,830107272RC0001
THE HALLIDAY FOUNDATION,430497-7,833726870RC0001
THE STERLING HALL SCHOOL FOUNDATION,431525-1,823447271RC0001
INDIGO LOVE OF READING FOUNDATION,432669-5,817386873RC0001
THE RUDDER FOUNDATION,432716-1,823224670RC0001
THE SAHARA FOUNDATION,432717-9,823033543RC0001
Mastercard Foundation,433235-1,817387277RC0001
GILL RATCLIFFE FOUNDATION,433285-7,816750277RC0001
ZELDIE & JOE LESTER FOUNDATION,433332-2,816604276RC0001
GARTNER FOUNDATION,433384-5,815675947RC0001
WARNER FOUNDATION,433385-3,815675145RC0001
JOCELYN NICOLE JURIANSZ MEMORIAL FOUNDATION,433436-1,815805478RC0001
THE ISABEL MACKAY FOUNDATION,433465-5,803154145RC0001
KHUMS FOUNDATION,433470-1,815806070RC0001
Lion's Roar Foundation,433779-4,814717146RC0001
SIX NATIONS HEALTH FOUNDATION INC.,433889-8,814507075RC0001
Lundin Global Initiatives Foundation,434201-1,810625947RC0001
Lundin Foundation,434202-0,810743542RC0001
MULTI-NATION MISSIONS FOUNDATION,434596-7,807375670RC0001
SANCTUM FOUNDATION,435175-4,803759471RC0001
SOLID ROCK FOUNDATION MINISTRIES INC.,435305-6,833780695RC0001
IMAM HARUNA FOUNDATION INC.,435320-0,860552967RC0001
THE ST. VOLODYMYR FOUNDATION,435457-5,856995964RC0001
JFSO TZEDAKAH FOUNDATION,435696-9,860089721RC0001
HUMANITAS FOUNDATION,436371-0,857428361RC0001
OAKBROOK FOUNDATION,436408-2,856997564RC0001
THE TANG FOUNDATION,436441-4,852623123RC0001
Pinball Foundation,436744-8,854809969RC0001
KICKSTART FOUNDATION,436798-7,853065563RC0001
THE TZEDAKAH PROJECT FOUNDATION,436887-8,852358167RC0001
KAY MORRIS FOUNDATION,436895-9,852854165RC0001
WORLD HERITAGE FOUNDATION,436917-3,850414129RC0001
GORDON JEFFERY MUSIC FOUNDATION,436933-5,849333562RC0001
THE PETER YOUNG FOUNDATION,437466-5,850340969RC0001
YALKEZIAN FOUNDATION,437500-9,845676964RC0001
THE SUSTAINABLE HOUSING FOUNDATION -,437739-7,846861367RC0001
URBAN RURAL MISSION GLOBAL PARTNERS FOUNDATION,437756-7,846860567RC0001
RIDGELINE FOUNDATION,438168-8,843644162RC0001
HELPING HANDS JAMAICA FOUNDATION,438330-3,840777924RC0001
JERICHO FOUNDATION,438494-6,842194524RC0001
HAIDA GWAII FOUNDATION,438552-7,837319326RC0001
The Nihewan Foundation,438868-2,840654768RC0001
Kinark Foundation,438887-9,838236164RC0001
STUDENTS ON ICE FOUNDATION,439110-1,836648766RC0001
THE PETER GILGAN FOUNDATION,439274-4,835070327RC0001
GROWING SEED FOUNDATION,439532-8,834036766RC0001
THE GIAMPAOLO FOUNDATION,439570-1,830863924RC0001
HESEG FOUNDATION,439594-8,834998965RC0001
THE TENAQUIP FOUNDATION,439627-8,831582929RC0001
THE PLURALIST FOUNDATION,439895-5,825756521RC0001
The Steve Nash Foundation,440721-1,848154928RC0001
The OpenBSD Foundation,440961-2,857812390RC0001
GENCON FOUNDATION,441487-0,855253183RC0001
RUSKOKA FOUNDATION,441599-0,854954393RC0001
FRESH OUTLOOK FOUNDATION,441912-0,852026988RC0001
REALNews FOUNDATION,442043-8,853941599RC0001
NORTHWEST PAIN FOUNDATION,442080-2,858601214RC0001
JOHN & LORENA REDEKOP FOUNDATION,442086-1,858128754RC0001
IMLADRIS FOUNDATION,442117-5,847900610RC0001
PACIFIC SPIRIT FOUNDATION,442118-3,847388154RC0001
Petirojo Foundation,442543-0,849481387RC0001
TREITEL FOUNDATION,442914-1,854837556RC0001
THE OTTAWA MISSION FOUNDATION,443070-1,831058615RC0001
SHAMBA foundation,443276-2,851454355RC0001
The George Small Project Foundation Inc.,443479-0,853127611RC0001
THE HIROC FOUNDATION,443693-8,852165414RC0001
Isa Mundo Foundation,443741-1,847007218RC0001
Varsity Grads Foundation,443917-1,841369366RC0001
THE ROBERT HARDING FOUNDATION,443936-8,846012219RC0001
LESLOIS SHAW FOUNDATION,443998-8,834356818RC0001
SMMART Foundation,444387-0,832480958RC0001
RAINBOW SONGS FOUNDATION,444439-6,837479153RC0001
Thomas GSEA Foundation,444752-2,812863355RC0001
Mikai'sto Foundation,444858-8,822751756RC0001
NORTH STAR FOUNDATION,444862-6,837479559RC0001
Living Hope Foundation,445212-7,829974559RC0001
ZAK FOUNDATION,445454-5,822492419RC0001
LEGACY PRIVATE TRUST FOUNDATION,445540-1,868383712RC0001
Uma Foundation,445833-8,818459752RC0001
PHILOMATHIA FOUNDATION,445835-4,823104757RC0001
Niagara Land Trust Foundation,446114-2,843563826RC0001
Wilcam Foundation,446143-6,822069217RC0001
THE PROFESSIONAL INSTITUTE LEGACY FOUNDATION,446734-5,808694954RC0001
NATIONAL MUSEUM OF THE SOLDIER FOUNDATION,446747-7,810070557RC0001
GIL READ MEMORIAL FOUNDATION,447461-9,806441218RC0001
THE GEORGES ST-PIERRE FOUNDATION,447597-6,805752359RC0001
TAHIR FOUNDATION INC.,447676-0,801364951RC0001
TRUST ME FOUNDATION,447784-7,859871220RC0001
KYMAR FOUNDATION,447806-1,858789092RC0001
The Johnny Lombardi Multicultural Foundation,447885-1,859058224RC0001
SENIORS' WISH FOUNDATION,448400-2,847647625RC0001
PRIORITY FOUNDATION,448469-0,845044296RC0001
ISLAMIC HUMANITARIAN SERVICE FOUNDATION,448470-3,845532225RC0001
LAKEVIEW FOUNDATION,448473-8,837611490RC0001
FRIENDSHIP IN THE HIMALAYAS FOUNDATION,448491-6,834751224RC0001
NEW JOURNEY FOUNDATION,448500-9,831736897RC0001
G & M MASTERS FOUNDATION,448529-7,822274494RC0001
THE FOUNDATION OF LIGHT,448972-1,840964498RC0001
Smiling Land Foundation,449053-3,842881690RC0001
SHAFIQ MALIK FOUNDATION,449144-1,840334890RC0001
WCPD FOUNDATION,449198-0,840593628RC0001
Sri Lanka Islamic Foundation of Ontario,449203-0,836382226RC0001
POSSIBLE WORLDS FOUNDATION INC.,449581-1,830301099RC0001
SWIFTSURE FOUNDATION,449843-7,820670495RC0001
VIRSA FOUNDATION,449847-0,813771227RC0001
Harvesters Global Foundation,449955-7,824061220RC0001
ORIANI FOUNDATION,450674-0,820469898RC0001
PARKWAY HOUSE FOUNDATION,451083-6,814001228RC0001
HAYASTAN FOUNDATION TORONTO INC.,451171-9,809139892RC0001
The Wuchien Michael Than Foundation,451382-7,811968023RC0001
True Patriot Love Foundation,451419-0,814646493RC0001
TOUCHING TINY LIVES FOUNDATION,451682-6,806057493RC0001
THE KLEIN-PANNETON FOUNDATION,452218-4,856875851RC0001
SPARTAN FOUNDATION,452679-1,855434262RC0001
OSMO FOUNDATION,452852-2,842484057RC0001
Ottawa Music Foundation,452974-0,848190468RC0001
Loyan Foundation,452987-1,847373867RC0001
TEACHASSIST FOUNDATION,452989-8,842486656RC0001
The Hogervorst Foundation,453214-7,844374660RC0001
Messenger of Mercy Foundation,453598-7,832885867RC0001
THE KCMN VELAN FOUNDATION,453616-9,840124051RC0001
KSKS KIDS FOUNDATION,454165-1,830401261RC0001
Pine River Foundation,454235-5,834506057RC0001
WICHA MUSIC FOUNDATION,454360-2,832905665RC0001
Michaëlle Jean Foundation,454609-1,828059857RC0001
WILL-UNICORN FOUNDATION,454903-1,824094262RC0001
The Zerofootprint Foundation,454905-8,824030068RC0001
WHS FOUNDATION,455075-7,822457461RC0001
Nancy's Very Own Foundation,174438-1,119051217RC0001
WESLEY M NICOL FOUNDATION,182251-9,119262228RC0001
GIANT STEPS FOUNDATION - MONTREAL,184117-3,877347476RC0001
The Gershon Iskowitz Foundation,195093-2,119235042RC0001
The Scottish Studies Foundation Inc.,205791-3,119253490RC0001
The Stephanie Gaetz Foundation,209994-2,892236167RC0001
THE THOMAS O. HECHT FOUNDATION,211702-9,119258911RC0001
Katedra Foundation,212099-2,892382169RC0001
RPSC PHILATELIC RESEARCH FOUNDATION,214079-9,876805276RC0001
The Schad Foundation,220364-2,890877590RC0001
LEDERMAN FOUNDATION,221081-9,892104084RC0001
PACIFIC SALMON FOUNDATION,222682-1,119075638RC0001
JOHANNE & NORMAN STERNTHAL FOUNDATION,223480-7,131586174RC0001
The KPMG Foundation,225503-1,889805594RC0001
The Simon Wood Foundation,225884-6,891290579RC0001
The Foundation of Guelph General Hospital,226147-2,843454190RC0001
Judean Hills Foundation,229319-6,876510876RC0001
SEF Foundation,236441-7,873721468RC0001
The Olzhych Foundation,237255-0,891573545RC0001
THE NIGHTINGALE RESEARCH FOUNDATION,238749-2,129851747RC0001
ROASTERS FOUNDATION,240631-4,129892675RC0001
MOLLY TOWELL PERINATAL RESEARCH FOUNDATION,240766-3,136586526RC0001
The Sprott Foundation,241536-4,122988504RC0001
THE LISTOWEL MEMORIAL HOSPITAL FOUNDATION,247758-1,895435196RC0001
Manjari Sankurathri Memorial Foundation,250667-0,890024995RC0001
Panicaro Foundation,251623-3,Not Available
HELSAM FOUNDATION -,253010-4,892699158RC0001
Gurman Foundation,253562-9,889175550RC0001
MAR-KIN FOUNDATION,254722-8,898230446RC0001
The William Shenkman Foundation,261644-1,873866594RC0001
The Kebzeh Foundation,265216-1,890745797RC0001
Rojaerlojo Foundation,265447-4,891773640RC0001
Galin Foundation,265448-2,891780975RC0001
The N. & J. Richer Foundation,267259-6,898133491RC0001
Toronto Ukrainian Foundation,267377-1,890808744RC0001
THE POMERANTZ FOUNDATION,268626-1,892665886RC0001
Oakville Hospital Foundation,272844-3,131453490RC0001
Moatfield Foundation,273288-2,131097453RC0001
MIKE & VALERIA ROSENBLOOM FOUNDATION,273398-6,888584877RC0001
SEEDS OF HOPE FOUNDATION,274388-4,139298830RC0001
HURON GROVE FOUNDATION,275817-2,892122581RC0001
Pitblado Foundation,277451-8,888918265RC0001
THE JARISLOWSKY FOUNDATION,277482-8,894744036RC0001
St. Marys Healthcare Foundation,278597-8,890809841RC0001
THE MATT FOUNDATION,278843-8,887990661RC0001
ROYAL MONTREAL REGIMENT FOUNDATION,280378-0,874660673RC0001
Green Shield Foundation,282484-1,891689457RC0001
PEACE MEDITATION FOUNDATION,282928-2,880337878RC0001
Robert G. Powers Foundation,285403-1,880345079RC0001
RBC Foundation,285788-0,892704859RC0001
THE NISBET LODGE- McCLINTOCK MANOR FOUNDATION,286103-8,892982166RC0001
OMEGA FOUNDATION,287307-9,136402948RC0001
The McCain Foundation,290130-7,886597681RC0001
THE TERRY FOX FOUNDATION,290364-4,108099979RC0001
The Leacross Foundation,291556-1,897803649RC0001
THE JAMES HILLIER FOUNDATION,293245-8,892418088RC0001
Maimonides Medical Research Foundation,293910-0,898125448RC0001
UNIVERSITY OF OTTAWA HEART INSTITUTE FOUNDATION,294548-7,140813452RC0001
THE ROGERS FOUNDATION,295406-1,889117180RC0001
THE HASKELL LIBRARY FOUNDATION,295797-3,107470288RC0001
The Scowen Foundation,297953-5,890817745RC0001
THE OWL FOUNDATION,298998-1,124315094RC0001
SALAMA SHIELD FOUNDATION,301087-2,890627672RC0001
The Temiskaming Foundation,301097-0,888535465RC0001
TEEN HAVEN FOUNDATION,301505-0,891217879RC0001
PAUL SHOKAR MEMORIAL HOSPITAL FOUNDATION,303590-5,889291399RC0001
VITAL-LINK MISSIONS FOUNDATION,303721-5,889128286RC0001
THE MAKBRANETH FOUNDATION,304998-1,891235749RC0001
SHINKI-KAI FOUNDATION,305041-6,891365744RC0001
WALDHAUS FOUNDATION,306396-8,891252942RC0001
WEIDER FOUNDATION,306600-2,888733854RC0001
Lumenus Foundation,306637-1,890358179RC0001
REDPOLL FOUNDATION,307745-4,898877196RC0001
MLSE Foundation,307931-7,896114048RC0001
The Hnatyshyn Foundation -,308294-6,892994187RC0001
HOWICK FOUNDATION -,309235-6,889024196RC0001
THE STAIRS FOUNDATION,311374-4,898331178RC0001
OTTAWA ROTARY HOME FOUNDATION,313309-5,894187962RC0001
The Momiji Foundation,316738-1,895008068RC0001
THE HARBINGER FOUNDATION,317959-1,898975958RC0001
Nova Springs Foundation,318979-1,895925154RC0001
The Ranlusa Foundation,320020-5,887769156RC0001
ICSS Foundation,836585-7,836829135RC0001
Shukrana Foundation Inc.,836628-4,816167332RC0001
V R Heroes Foundation,836694-2,832876247RC0001
THE JAFFER FOUNDATION,836717-5,832875645RC0001
NSP Scholarship Foundation,836796-5,831480934RC0001
The Shared Locus Foundation,837016-8,831522644RC0001
Southhill Glen Foundation,838734-6,834318537RC0001
SHAMISO FOUNDATION,838757-5,824831242RC0001
The PhilPapers Foundation,838953-5,827627332RC0001
RAJ MANEK FOUNDATION,839045-2,827233735RC0001
JESUS FOUNDATION,839071-1,824621247RC0001
National Theology Foundation,842587-6,824368930RC0001
MITCHELL LEGACY FOUNDATION,842811-5,819861139RC0001
FRISIA FOUNDATION,848433-3,816930135RC0001
The Solar Ship Foundation,848435-0,811508241RC0001
JODI GRAHAM FOUNDATION,848441-4,817609530RC0001
Islandora Foundation,848647-6,813080736RC0001
SONS OF SCOTLAND FOUNDATION,848689-1,813195138RC0001
GLOBAL FRIENDS FOUNDATION,848721-9,811073337RC0001
The Waterbury Foundation,848849-5,849820238RC0001
GLENTEL FOUNDATION,848879-7,805260247RC0001
Joselen Foundation,848900-9,850766635RC0001
MORGUARD FOUNDATION,848915-7,802504936RC0001
GISELLE FOUNDATION,854814-5,849554837RC0001
SLAWA FOUNDATION,854822-6,848535431RC0001
SIERRA GLOBAL FOUNDATION,854847-1,850213778RC0001
HOLDBEST FOUNDATION,854894-3,843771437RC0001
OJHL FOUNDATION,855037-9,847009636RC0001
STOPGAP FOUNDATION,855138-3,846755239RC0001
The Gairdner Foundation,855141-3,119234433RC0001
THE MICHA LIFE FOUNDATION,855272-0,838057636RC0001
L. & S. FOUNDATION,855449-8,839759982RC0001
ONAWAY POND FOUNDATION,855484-6,832009039RC0001
Walter Perry Freedom Foundation,858078-2,847441839RC0001
Innocence Lost Foundation,860201-8,802229930RC0001
SOFINA FOUNDATION,862852-1,840552434RC0001
Nlep Foundation,863352-5,839863032RC0001
THE NIKOLA TESLA FOUNDATION INTERNATIONAL,865106-0,845228170RC0001
THE KAYLOU FOUNDATION,866020-4,843775776RC0001
The Solon Foundation,866237-1,821113644RC0001
PEDAC FOUNDATION,866783-7,842853376RC0001
Nancy Petry Foundation,866933-3,842572976RC0001
The Mount Foundation,867361-6,833815434RC0001
OMB Foundation,868466-9,827728635RC0001
JUST SOCKS FOUNDATION,868514-2,836278176RC0001
GARRY HURVITZ FOUNDATION,870193-8,830133039RC0001
ONE Foundation,872083-5,826488231RC0001
HOPE FOUNDATION,872325-7,834720179RC0001
The Malaya Foundation,872603-5,834599771RC0001
WE FUNDRAISING FOUNDATION,873808-4,825229974RC0001
WATERSTONE FOUNDATION,873965-0,Not Available
LIFECYCLE FOUNDATION,874775-0,832219174RC0001
SELF LAWS FOUNDATION,875661-9,821625431RC0001
PLANET ONE FOUNDATION,876180-9,821692639RC0001
PHILIP KAM VA LEONG FOUNDATION,877634-2,819617838RC0001
Natasha's Wood Foundation,877787-0,819301235RC0001
You Have It In You Foundation,879775-7,824922975RC0001
MammAlive Foundation,880614-4,808549638RC0001
Rwanda Survivors Foundation,880787-6,823515572RC0001
Gay Lea Foundation,882621-8,814996377RC0001
ONE LIVING HOPE FOUNDATION,882750-8,802609842RC0001
PINK PEARL FOUNDATION,884767-3,809542830RC0001
Vidya Foundation,885501-3,812957173RC0001
Small Print Foundation,885927-2,808396030RC0001
LUX IN TENEBRIS FOUNDATION,886627-9,807522438RC0001
George Kasey Foundation Inc.,887438-7,805629433RC0001
Yeriel Health Foundation,887481-6,806165833RC0001
SYRIAN KIDS FOUNDATION,887612-6,805889631RC0001
Qalandar Lal Shahbaz Foundation,888564-8,804485837RC0001
The Somcan Foundation,890300-0,810070573RC0001
HACKING HEALTH FOUNDATION,891220-3,804158442RC0001
UNIVERSALCARE FOUNDATION,891255-6,802427849RC0001
WASHINGTON KIDS FOUNDATION,891362-5,836149989RC0001
JECO FOUNDATION,891391-9,801685173RC0001
JURY LANDS FOUNDATION,891444-3,839747789RC0001
Vision Travel Foundation,894818-6,804277978RC0001
PUSHKIN RUSSIAN SCHOOL FOUNDATION,895543-3,842138380RC0001
SoChange Foundation,895639-1,842248783RC0001
KAS Foundation,895757-6,802866574RC0001
The Tiferes Yochanon Foundation,896312-6,841349582RC0001
Lemko Foundation,896857-8,838512390RC0001
THE SCHROEDER FOUNDATION,896888-8,830053583RC0001
The Royal Ontario Museum Foundation,896915-9,136282126RC0001
KINGFISHER FOUNDATION,896923-0,822871182RC0001
WIZARD FOUNDATION,897049-1,832263982RC0001
IHSAN HERITAGE FOUNDATION,897290-7,824631998RC0001
Women Help Women International Foundation,897782-8,800763971RC0001
MOUNTROSE FOUNDATION,899384-0,839970795RC0001
National Zakat Foundation,899698-9,839912599RC0001
Maisy's Foundation of Hope,900273-1,839863198RC0001
Qurbani Foundation,900618-4,839424793RC0001
THE ROSALIE HALL FOUNDATION,900768-7,814812830RC0001
The Melmira Foundation,901692-9,837774595RC0001
Jump In Foundation,903676-8,831128780RC0001
Home of Good Hope in Namibia Foundation,904571-6,829784388RC0001
ISHA FOUNDATION,906658-6,827218991RC0001
MANITOUCAMP FOUNDATION,907357-4,819865189RC0001
PORT HOPE HERITAGE FOUNDATION,907397-3,819250986RC0001
Heromado Foundation,907451-1,821024395RC0001
International KS Foundation,907652-2,820787992RC0001
KYZALEA FOUNDATION,907673-5,814913588RC0001
The Ocean Legacy Foundation,907885-1,829903590RC0001
OLUNDARA FOUNDATION,908547-5,828891192RC0001
One Governance Foundation,911253-7,825231194RC0001
Prime Quadrant Foundation,912435-7,820292993RC0001
Mozuud Freedom Foundation,912462-4,823656392RC0001
Parvati Foundation,912597-3,819565581RC0001
The Transformation Foundation,912629-5,813676186RC0001
THE GERALD SCHWARTZ & HEATHER REISMAN FOUNDATION,912792-5,138445580RC0001
StoneyField Foundation,912863-8,808972582RC0001
The WoodGreen Foundation,912874-3,891038507RC0002
THE MOOSONEE FOUNDATION,912940-5,801705781RC0001
NATIONAL NATIVE FOUNDATION,912945-6,824131767RC0001
REDLEAF FOUNDATION,913075-6,801271180RC0001
HUTTERITE HERITAGE FOUNDATION INC.,913098-5,820216729RC0001
SPRUCE MEADOWS LEG UP FOUNDATION,913119-1,821683364RC0001
JEELDA GLOBAL FOUNDATION,914239-8,822000592RC0001
The Gohary Private Foundation,916273-9,815156781RC0001
